"scientific_name","coordUncert","x","y","source"
"Sarcoscypha sp",8,30.5067032331,50.3455405986,"iNaturalist"
"Sarcoscypha sp",15,30.4960462077,50.3437905717,"iNaturalist"
"Sarcoscypha sp",31,31.2553038274,50.04306563,"iNaturalist"
"Sarcoscypha sp",65,23.9315769969,49.9024036368,"iNaturalist"
"Sarcoscypha sp",122,34.3225935322,44.6231416107,"iNaturalist"
"Sarcoscypha sp",15,36.3240836041,49.6180291909,"iNaturalist"
"Sarcoscypha sp",61,24.3705224991,50.9864318744,"iNaturalist"
"Sarcoscypha sp",61,35.1767548656,50.1074788642,"iNaturalist"
"Sarcoscypha sp",61,35.0461183011,50.9489724043,"iNaturalist"
"Sarcoscypha sp",61,36.2400890937,49.5082371869,"iNaturalist"
"Sarcoscypha sp",61,36.3065750874,49.6092884882,"iNaturalist"
"Sarcoscypha sp",61,36.3174100594,49.578080746,"iNaturalist"
"Sarcoscypha sp",122,32.5902667354,50.2139890179,"iNaturalist"
"Sarcoscypha sp",31,30.4989931677,50.2564035917,"iNaturalist"
"Sarcoscypha sp",31,30.4956870142,50.3693706018,"iNaturalist"
"Sarcoscypha sp",15,31.4886139372,49.7223150713,"iNaturalist"
"Sarcoscypha sp",15,31.4870157841,49.7239153807,"iNaturalist"
"Sarcoscypha sp",4,34.3225691368,44.6290707686,"iNaturalist"
"Sarcoscypha sp",14,34.3469574415,44.7608192561,"iNaturalist"
"Sarcoscypha sp",21,30.4693166667,50.34222,"iNaturalist"
"Sarcoscypha sp",2,32.2393730777,49.137225292,"iNaturalist"
"Sarcoscypha sp",30,33.6605234286,44.6393812333,"iNaturalist"
"Sarcoscypha sp",30,33.164845,50.880751,"iNaturalist"
"Sarcoscypha sp",15,35.0500493476,44.9157947037,"iNaturalist"
"Sarcoscypha sp",8,35.0484710549,44.9150730573,"iNaturalist"
"Sarcoscypha sp",200,33.8284894874,44.6508544365,"iNaturalist"
"Sarcoscypha sp",15,31.016750105,49.9888638362,"iNaturalist"
"Sarcoscypha sp",31,30.517595701,50.3632860018,"iNaturalist"
"Sarcoscypha sp",31,30.5211081746,50.3615017628,"iNaturalist"
"Sarcoscypha sp",14,27.4561824799,49.2679481506,"iNaturalist"
"Sarcoscypha sp",2,30.4904579689,50.3417435059,"iNaturalist"
"Sarcoscypha sp",24,30.5188903213,50.3608362117,"iNaturalist"
"Sarcoscypha sp",94,31.0735835797,49.9658663686,"iNaturalist"
"Sarcoscypha sp",85,30.5188862892,50.3331937455,"iNaturalist"
"Sarcoscypha sp",31,31.2174157757,50.6905117822,"iNaturalist"
"Sarcoscypha sp",31,34.7947083274,44.9264299196,"iNaturalist"
"Sarcoscypha sp",100,34.9031895199,44.9413639694,"iNaturalist"
"Sarcoscypha sp",39,23.0793285881,48.4086001526,"iNaturalist"
"Sarcoscypha sp",15,31.1381302421,50.607597675,"iNaturalist"
"Sarcoscypha sp",4,30.28895231,48.09028924,"iNaturalist"
"Sarcoscypha sp",15,30.5039017017,50.3398549257,"iNaturalist"
"Sarcoscypha sp",47,33.665829,44.470795,"iNaturalist"
"Sarcoscypha sp",2,30.4992113929,50.3516210223,"iNaturalist"
"Sarcoscypha sp",4,36.830378129,50.3055719617,"iNaturalist"
"Sarcoscypha sp",161,24.5589329829,48.6515488949,"iNaturalist"
"Sarcoscypha sp",2,30.4610872814,50.3490309138,"iNaturalist"
"Sarcoscypha sp",10,30.3559684195,49.7157548228,"iNaturalist"
"Sarcoscypha sp",9,30.5499131694,50.3080320605,"iNaturalist"
"Sarcoscypha sp",53,30.294979848,50.2927787245,"iNaturalist"
"Sarcoscypha sp",4,30.4659147739,50.3482759805,"iNaturalist"
"Sarcoscypha sp",5,30.6558350288,50.4881118285,"iNaturalist"
"Sarcoscypha sp",31,27.6892640242,50.1541482054,"iNaturalist"
"Sarcoscypha sp",15,30.3445390889,50.4116791922,"iNaturalist"
"Sarcoscypha sp",15,30.5117119876,50.3460386438,"iNaturalist"
"Sarcoscypha sp",16,36.3238033333,49.6070583333,"iNaturalist"
"Sarcoscypha sp",24,36.3234716667,49.6073033333,"iNaturalist"
"Sarcoscypha sp",64,36.3229,49.6084666667,"iNaturalist"
"Sarcoscypha sp",32,36.3219216667,49.6044966667,"iNaturalist"
"Sarcoscypha sp",24,36.3055916667,49.601375,"iNaturalist"
"Sarcoscypha sp",10,30.2731936053,49.7336805705,"iNaturalist"
"Sarcoscypha sp",33,30.536334632,48.320988284,"iNaturalist"
"Sarcoscypha sp",24,34.9272916667,50.3961533333,"iNaturalist"
"Sarcoscypha sp",122,26.2007570576,49.1897510261,"iNaturalist"
"Sarcoscypha sp",71,33.9247422293,44.7396891724,"iNaturalist"
"Sarcoscypha sp",61,35.0700371273,44.9492958776,"iNaturalist"
"Sarcoscypha sp",61,35.0899592505,44.9120062352,"iNaturalist"
"Sarcoscypha sp",122,35.193842909,45.018975038,"iNaturalist"
"Sarcoscypha sp",61,35.0501128342,44.9158057939,"iNaturalist"
"Sarcoscypha sp",61,35.0875387842,44.9353428624,"iNaturalist"
"Sarcoscypha sp",61,35.0683554614,44.9533383911,"iNaturalist"
"Sarcoscypha sp",61,35.0677351173,44.9580061067,"iNaturalist"
"Sarcoscypha sp",9,36.32288612,49.61798837,"iNaturalist"
"Sarcoscypha sp",61,27.713916474,50.1305297637,"iNaturalist"
"Sarcoscypha sp",61,26.2078477282,49.2051956465,"iNaturalist"
"Sarcoscypha sp",31,30.0149616532,51.5080083646,"iNaturalist"
"Sarcoscypha sp",15,31.0602143597,49.9637097183,"iNaturalist"
"Sarcoscypha sp",8,27.7384658994,50.0996989016,"iNaturalist"
"Sarcoscypha sp",31,35.0336933978,44.9218103923,"iNaturalist"
"Sarcoscypha sp",4,24.3698116124,50.9705774266,"iNaturalist"
"Sarcoscypha sp",8,30.3554386575,49.1325393042,"iNaturalist"
"Sarcoscypha sp",4,31.931636021,49.197596538,"iNaturalist"
"Sarcoscypha sp",15,33.843998774,44.4546850965,"iNaturalist"
"Sarcoscypha sp",57,33.8465916667,44.5506366667,"iNaturalist"
"Sarcoscypha sp",4,24.06905,49.8461116667,"iNaturalist"
"Sarcoscypha sp",61,34.2898497363,44.657949413,"iNaturalist"
"Sarcoscypha sp",5,23.988525,50.1536445,"iNaturalist"
"Sarcoscypha sp",32,31.2047583333,49.31848,"iNaturalist"
"Sarcoscypha sp",165,32.4904133333,50.3275116667,"iNaturalist"
"Sarcoscypha sp",30,31.0630230207,51.0748449146,"iNaturalist"
"Sarcoscypha sp",4,24.0416721667,49.8217583333,"iNaturalist"
"Sarcoscypha sp",5,23.4039585013,49.1998810787,"iNaturalist"
"Sarcoscypha sp",3,23.5195616667,49.0204388333,"iNaturalist"
"Sarcoscypha sp",5,27.815546,49.5836479722,"iNaturalist"
"Sarcoscypha sp",100,32.4958982088,50.3343543224,"iNaturalist"
"Sarcoscypha sp",1,25.1759837316,49.8739542263,"iNaturalist"
"Sarcoscypha sp",122,36.1329811689,49.9236528746,"iNaturalist"
"Sarcoscypha sp",122,36.1329811689,49.9236528746,"iNaturalist"
"Sarcoscypha sp",122,36.1329811689,49.9236528746,"iNaturalist"
"Sarcoscypha sp",4,24.1186909121,47.9438543339,"iNaturalist"
"Sarcoscypha sp",97,34.8093723133,45.0229925356,"iNaturalist"
"Sarcoscypha sp",31,34.810516356,45.0210789315,"iNaturalist"
"Sarcoscypha sp",196,29.3856446072,50.0854063545,"iNaturalist"
"Sarcoscypha sp",2,25.1738716667,49.8724916667,"iNaturalist"
"Sarcoscypha sp",8,22.3192416667,48.6520216667,"iNaturalist"
"Sarcoscypha sp",10,30.4963602872,50.3771966306,"iNaturalist"
"Sarcoscypha sp",4,33.4318293142,50.3812722355,"iNaturalist"
"Sarcoscypha sp",48,32.6246493682,51.5544692361,"iNaturalist"
"Sarcoscypha sp",5,30.505455,50.3851409722,"iNaturalist"
"Sarcoscypha sp",8,32.5412472445,48.779480968,"iNaturalist"
"Sarcoscypha sp",31,35.0380373279,44.8829433362,"iNaturalist"
"Sarcoscypha sp",31,30.2316243609,48.951200054,"iNaturalist"
"Sarcoscypha sp",20,24.3240216667,49.8949883433,"iNaturalist"
"Sarcoscypha sp",26,26.7884511364,48.6853266293,"iNaturalist"
"Sarcoscypha sp",169,30.521017,50.390965,"iNaturalist"
"Sarcoscypha sp",84,30.523575,50.389351,"iNaturalist"
"Sarcoscypha sp",15,30.2099533219,50.3374673872,"iNaturalist"
"Sarcoscypha sp",6,32.6386616667,50.0864195,"iNaturalist"
"Sarcoscypha sp",8,31.5342994378,49.7236014454,"iNaturalist"
"Sarcoscypha sp",8,31.5357936639,49.7237123373,"iNaturalist"
"Sarcoscypha sp",8,31.5172689745,49.7253400011,"iNaturalist"
"Sarcoscypha sp",4,23.898195,49.7973333333,"iNaturalist"
"Sarcoscypha sp",15,30.5158471214,50.3787855907,"iNaturalist"
"Sarcoscypha sp",32,24.7397033333,48.97467,"iNaturalist"
"Sarcoscypha sp",31,25.4083865469,50.8196700088,"iNaturalist"
"Sarcoscypha sp",6,32.2536529922,49.1612259205,"iNaturalist"
"Sarcoscypha sp",19,32.2546883333,49.1605528333,"iNaturalist"
"Sarcoscypha sp",8,30.2618359641,50.5326486421,"iNaturalist"
"Sarcoscypha sp",3,31.2971944444,51.5207944444,"iNaturalist"
"Sarcoscypha sp",61,30.882466358,51.1302912274,"iNaturalist"
"Sarcoscypha sp",109,26.0345149487,50.8470646118,"iNaturalist"
"Sarcoscypha sp",31,32.2490769104,49.164433526,"iNaturalist"
"Sarcoscypha sp",31,32.2498141125,49.1648958914,"iNaturalist"
"Sarcoscypha sp",31,32.2483786368,49.1613830005,"iNaturalist"
"Sarcoscypha sp",5,30.4980779722,50.3844729722,"iNaturalist"
"Sarcoscypha sp",29,32.2442256287,49.1613396994,"iNaturalist"
"Sarcoscypha sp",1,23.7724449562,48.7578064153,"iNaturalist"
"Sarcoscypha sp",8,23.8210838638,48.822804988,"iNaturalist"
"Sarcoscypha sp",8,30.4688926177,50.346767499,"iNaturalist"
"Sarcoscypha sp",8,30.4677582019,50.3444722855,"iNaturalist"
"Sarcoscypha sp",42,30.1417677104,49.7421668198,"iNaturalist"
"Sarcoscypha sp",2,30.4610522115,50.3490723877,"iNaturalist"
"Sarcoscypha sp",2,30.4670418127,50.3462410544,"iNaturalist"
"Sarcoscypha sp",2,25.1095283333,49.945235,"iNaturalist"
"Sarcoscypha sp",5,30.4937719722,50.384224,"iNaturalist"
"Sarcoscypha sp",2,30.5016390187,50.3805787324,"iNaturalist"
"Sarcoscypha sp",61,25.4068673404,50.8214884426,"iNaturalist"
"Sarcoscypha sp",9,30.56261445,50.41079081,"iNaturalist"
"Sarcoscypha sp",15,30.4946275976,50.3738606078,"iNaturalist"
"Sarcoscypha sp",4,26.5449395718,50.3096324939,"iNaturalist"
"Sarcoscypha sp",4,26.5468030239,50.3108097969,"iNaturalist"
"Sarcoscypha sp",4,26.5463803927,50.3111169854,"iNaturalist"
"Sarcoscypha sp",4,26.5469056348,50.3107763367,"iNaturalist"
"Sarcoscypha sp",31,27.6741944649,50.0874106716,"iNaturalist"
"Sarcoscypha sp",5,30.4975389722,50.3844169722,"iNaturalist"
"Sarcoscypha sp",4,33.4251790653,50.382208163,"iNaturalist"
"Sarcoscypha sp",31,31.4071411711,49.9309061449,"iNaturalist"
"Sarcoscypha sp",2,30.5806833513,50.4442044545,"iNaturalist"
"Sarcoscypha sp",8,30.2485564481,49.0105731336,"iNaturalist"
"Sarcoscypha sp",8,28.9967366667,48.4367116667,"iNaturalist"
"Sarcoscypha sp",122,32.2598886449,50.817871645,"iNaturalist"
"Sarcoscypha sp",140,31.8846165016,50.990897963,"iNaturalist"
"Sarcoscypha sp",15,24.7363313253,48.9836675469,"iNaturalist"
"Sarcoscypha sp",8,35.1042190013,45.0145611576,"iNaturalist"
"Sarcoscypha sp",8,35.1049056468,45.0147545621,"iNaturalist"
"Sarcoscypha sp",8,35.105594231,45.014333622,"iNaturalist"
"Sarcoscypha sp",31,34.369628508,44.7266734444,"iNaturalist"
"Sarcoscypha sp",11,25.9534356608,50.763136188,"iNaturalist"
"Sarcoscypha sp",15,25.95446644,50.7630452961,"iNaturalist"
"Sarcoscypha sp",15,25.948355264,50.7638660589,"iNaturalist"
"Sarcoscypha sp",15,25.9352311722,50.7689579729,"iNaturalist"
"Sarcoscypha sp",11,25.9609984525,50.7618824482,"iNaturalist"
"Sarcoscypha sp",26,35.520695056,48.7199468151,"iNaturalist"
"Sarcoscypha sp",15,25.952348063,50.7634067787,"iNaturalist"
"Sarcoscypha sp",128,23.4382953644,49.2722206116,"iNaturalist"
"Sarcoscypha sp",5,23.9235716667,49.932705,"iNaturalist"
"Sarcoscypha sp",61,30.3537359559,48.9295960182,"iNaturalist"
"Sarcoscypha sp",4,30.3558855616,48.9328122106,"iNaturalist"
"Sarcoscypha sp",5,30.4991629722,50.380037,"iNaturalist"
"Sarcoscypha sp",31,33.8272673629,44.6504489793,"iNaturalist"
"Sarcoscypha sp",15,33.8289133085,44.651248415,"iNaturalist"
"Sarcoscypha sp",6,24.5542983333,48.6470616667,"iNaturalist"
"Sarcoscypha sp",80,34.6016361643,47.6565211974,"iNaturalist"
"Sarcoscypha sp",31,34.9622523976,44.9704271434,"iNaturalist"
"Sarcoscypha sp",11,33.832045,44.63253,"iNaturalist"
"Sarcoscypha sp",20,24.11513989,47.94276577,"iNaturalist"
"Sarcoscypha sp",31,23.7535721677,49.8998353761,"iNaturalist"
"Sarcoscypha sp",8,23.7535333166,49.8998074656,"iNaturalist"
"Sarcoscypha sp",36,24.0236905217,49.8226834462,"iNaturalist"
"Sarcoscypha sp",61,24.9189964682,48.9055237962,"iNaturalist"
"Sarcoscypha sp",16,22.425195,48.6813866667,"iNaturalist"
"Sarcoscypha sp",61,35.0318506196,44.9856415079,"iNaturalist"
"Sarcoscypha sp",4,26.5994937782,50.2429687915,"iNaturalist"
"Sarcoscypha sp",15,29.3668155,48.8352669324,"iNaturalist"
"Sarcoscypha sp",7,30.49857,50.3749466667,"iNaturalist"
"Sarcoscypha sp",4,32.2302466667,49.1144971667,"iNaturalist"
"Sarcoscypha sp",9,30.5659064278,50.4144585953,"iNaturalist"
"Sarcoscypha sp",13,25.9727740288,51.6808403349,"iNaturalist"
"Sarcoscypha sp",15,30.5048150052,50.3456616087,"iNaturalist"
"Sarcoscypha sp",4,23.36664679,48.18534763,"iNaturalist"
"Sarcoscypha sp",9,30.5360356718,50.3614808705,"iNaturalist"
"Sarcoscypha sp",31,25.4042099482,50.8278733923,"iNaturalist"
"Sarcoscypha sp",8,22.7729033679,48.4555024753,"iNaturalist"
"Sarcoscypha sp",2,30.5333797731,50.3639902919,"iNaturalist"
"Sarcoscypha sp",15,33.7597714126,44.6016931298,"iNaturalist"
"Sarcoscypha sp",4,30.5172333333,50.3656883333,"iNaturalist"
"Sarcoscypha sp",148,25.9600174427,51.6509744507,"iNaturalist"
"Sarcoscypha sp",15,24.27009208,47.97371536,"iNaturalist"
"Sarcoscypha sp",2,30.4669131679,50.3453351381,"iNaturalist"
"Sarcoscypha sp",8,30.49909885,50.37349397,"iNaturalist"
"Sarcoscypha sp",15,31.0754587024,49.9707528176,"iNaturalist"
"Sarcoscypha sp",122,31.0200922457,50.0016213759,"iNaturalist"
"Sarcoscypha sp",30,25.9665432572,51.6786206914,"iNaturalist"
"Sarcoscypha sp",61,36.0150601453,49.7401716426,"iNaturalist"
"Sarcoscypha sp",4,33.4343325408,50.3809668258,"iNaturalist"
"Sarcoscypha sp",15,26.2374410457,49.1804590338,"iNaturalist"
"Sarcoscypha sp",15,26.2378425419,49.1804800735,"iNaturalist"
"Sarcoscypha sp",3,34.0916583333,44.6076383333,"iNaturalist"
"Sarcoscypha sp",16,33.9862866667,44.7471383333,"iNaturalist"
"Sarcoscypha sp",9,29.8733530194,50.0541530949,"iNaturalist"
"Sarcoscypha sp",4,33.4341503998,50.380651414,"iNaturalist"
"Sarcoscypha sp",8,34.3212859581,44.5670407724,"iNaturalist"
"Sarcoscypha sp",4,30.5669538861,50.4119179006,"iNaturalist"
"Sarcoscypha sp",114,26.5847243651,48.6393595931,"iNaturalist"
"Sarcoscypha sp",15,30.4901814873,50.365308215,"iNaturalist"
"Sarcoscypha sp",13,24.16568858,48.02424409,"iNaturalist"
"Sarcoscypha sp",31,32.505566052,49.9921431679,"iNaturalist"
"Sarcoscypha sp",17,30.5238133333,50.3893,"iNaturalist"
"Sarcoscypha sp",15,30.229241273,50.3009122243,"iNaturalist"
"Sarcoscypha sp",18,35.19067,50.1357388333,"iNaturalist"
"Sarcoscypha sp",4,30.5671028674,50.4119622469,"iNaturalist"
"Sarcoscypha sp",4,25.553383585,50.7226140412,"iNaturalist"
"Sarcoscypha sp",81,24.2422616667,51.234955,"iNaturalist"
"Sarcoscypha sp",4,23.6437055556,48.3807527778,"iNaturalist"
"Sarcoscypha sp",4,23.6437277778,48.3807472222,"iNaturalist"
"Sarcoscypha sp",4,33.2024741266,51.2804702158,"iNaturalist"
"Sarcoscypha sp",1,25.91402,50.9092716667,"iNaturalist"
"Sarcoscypha sp",8,33.2170094568,51.3127572189,"iNaturalist"
"Sarcoscypha sp",15,31.4450939287,50.3747141723,"iNaturalist"
"Sarcoscypha sp",4,31.0759520222,49.9710771363,"iNaturalist"
"Sarcoscypha sp",15,24.7513865989,49.668292688,"iNaturalist"
"Sarcoscypha sp",31,24.7397361036,49.677108454,"iNaturalist"
"Sarcoscypha sp",15,30.510081787,50.3457147064,"iNaturalist"
"Sarcoscypha sp",2,28.3715013143,49.2289582718,"iNaturalist"
"Sarcoscypha sp",16,25.3109805556,48.8280555556,"iNaturalist"
"Sarcoscypha sp",12,25.3001777778,48.8346555556,"iNaturalist"
"Sarcoscypha sp",15,30.0904002865,49.3675954066,"iNaturalist"
"Sarcoscypha sp",15,31.8184558034,50.1550663357,"iNaturalist"
"Sarcoscypha sp",31,30.4796042325,50.4076011588,"iNaturalist"
"Sarcoscypha sp",15,30.8197851592,49.1196279794,"iNaturalist"
"Sarcoscypha sp",4,32.1808464919,49.6152759774,"iNaturalist"
"Sarcoscypha sp",4,32.1809671913,49.6152551232,"iNaturalist"
"Sarcoscypha sp",4,23.3563411401,48.1849164244,"iNaturalist"
"Sarcoscypha sp",113,26.8832052872,48.8504126345,"iNaturalist"
"Sarcoscypha sp",165,23.887604624,49.7801090688,"iNaturalist"
"Sarcoscypha sp",122,25.2244630862,49.9410622234,"iNaturalist"
"Sarcoscypha sp",65,25.7547268331,50.9706897449,"iNaturalist"
"Sarcoscypha sp",61,34.3544499149,44.751397958,"iNaturalist"
"Sarcoscypha sp",96,30.5213277787,50.3636432155,"iNaturalist"
"Sarcoscypha sp",61,30.5171920003,50.3643090542,"iNaturalist"
"Sarcoscypha sp",131,30.5221931029,50.3627762554,"iNaturalist"
"Sarcoscypha sp",64,30.5196579744,50.3640671545,"iNaturalist"
"Sarcoscypha sp",26,25.4292502351,50.842936243,"iNaturalist"
"Sarcoscypha sp",15,30.523660808,50.3609729701,"iNaturalist"
"Sarcoscypha sp",85,33.6747077107,44.4687704708,"iNaturalist"
"Sarcoscypha sp",9,29.06134644,51.09014377,"iNaturalist"
"Sarcoscypha sp",140,30.5187668264,50.3635656785,"iNaturalist"
"Sarcoscypha sp",140,30.5187668264,50.3635656785,"iNaturalist"
"Sarcoscypha sp",140,30.5187668264,50.3635656785,"iNaturalist"
