gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
4528102791,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/200425033,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Ternopil',PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.032986,25.842127,,,,,,,2024-02-25T14:56,25,2,2024,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,200425033,,Maryna Zakharova,2024-02-25T19:02:46,CC_BY_NC_4_0,Maryna Zakharova,Maryna Zakharova,,,2025-05-16T19:06:11.142Z,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4528099367,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/200260901,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Kiev City,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,50.2994,30.570711,,,,,,,2024-02-23T16:36:16,23,2,2024,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,200260901,,kasya_harb,2024-02-24T09:23:36,CC_BY_NC_4_0,kasya_harb,kasya_harb,,,2025-05-16T18:08:40.685Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4528065525,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/200317272,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Ternopil',PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.116386,25.816715,,,,,,,2024-02-24T13:35,24,2,2024,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,200317272,,Maryna Zakharova,2024-02-24T20:54:17,CC_BY_NC_4_0,Maryna Zakharova,Maryna Zakharova,,,2025-05-16T19:35:53.532Z,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4528065440,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/200288019,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Dnipropetrovs'k,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,47.656521,34.601636,80,,,,,,2024-02-24T13:56,24,2,2024,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,200288019,,Екатерина Кормина,2024-02-24T16:15:56,CC_BY_NC_4_0,Екатерина Кормина,Екатерина Кормина,,,2025-05-16T19:06:09.486Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4528053470,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/200317360,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Ternopil',PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.097954,25.713032,,,,,,,2024-02-24T14:05,24,2,2024,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,200317360,,Maryna Zakharova,2024-02-24T20:54:40,CC_BY_NC_4_0,Maryna Zakharova,Maryna Zakharova,,,2025-05-16T21:31:12.434Z,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4528051497,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/200317211,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Ternopil',PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.139111,25.720394,,,,,,,2024-02-24T13:02,24,2,2024,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,200317211,,Maryna Zakharova,2024-02-24T20:54:01,CC_BY_NC_4_0,Maryna Zakharova,Maryna Zakharova,,,2025-05-16T18:54:10.959Z,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4528042419,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/200317247,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Ternopil',PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.117401,25.813482,,,,,,,2024-02-24T13:15,24,2,2024,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,200317247,,Maryna Zakharova,2024-02-24T20:54:09,CC_BY_NC_4_0,Maryna Zakharova,Maryna Zakharova,,,2025-05-16T19:26:24.102Z,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4528026350,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/199704753,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Ternopil',PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.053322,25.865932,,,,,,,2024-02-18T14:21,18,2,2024,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,199704753,,naturalist2158164,2024-02-18T22:52:01,CC_BY_NC_4_0,Maryna Zakharova,Maryna Zakharova,,,2025-05-16T19:06:00.873Z,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4528026203,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/200203904,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,L'viv,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.590898,24.18615,,,,,,,2024-02-18T13:42:23,18,2,2024,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,200203904,,Богдан Кученко,2024-02-23T18:54:22,CC_BY_4_0,Богдан Кученко,Богдан Кученко,,,2025-05-16T20:12:45.270Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4528010582,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/200000012,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Crimea,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.571364,34.078899,,,,,,,2023-01-14T10:44,14,1,2023,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,200000012,,naturalist2158164,2024-02-21T19:41:15,CC_BY_NC_4_0,Сергей,Сергей,,,2025-05-16T19:47:38.619Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4528002077,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/200189029,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Kiev City,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,50.380037,30.499163,5,,,,,,2024-02-22T14:30,22,2,2024,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,200189029,,Andrii Churilov,2024-02-23T15:42:46,CC_BY_NC_4_0,Andrii Churilov,Andrii Churilov,,,2025-05-16T19:00:05.050Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527998310,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/199782832,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,L'viv,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.525433,23.817549,,,,,,,2024-02-17T14:37:02,17,2,2024,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,199782832,,T. Pedro Hafermann,2024-02-22T23:25:38,CC_BY_4_0,Богдан Кученко,Богдан Кученко,,,2025-05-16T18:27:47.019Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527997608,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/200006280,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Crimea,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.77918,34.337898,,,,,,,2023-01-21T15:15,21,1,2023,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,200006280,,naturalist2158164,2024-02-21T19:41:07,CC_BY_NC_4_0,Сергей,Сергей,,,2025-05-16T19:11:27.607Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527994338,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/199704745,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Ternopil',PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.033798,25.907263,,,,,,,2024-02-18T13:36,18,2,2024,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,199704745,,naturalist2158164,2024-02-18T22:51:50,CC_BY_NC_4_0,Maryna Zakharova,Maryna Zakharova,,,2025-05-16T21:48:41.257Z,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527986325,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/199592571,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,L'viv,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.503717,23.848271,,,,,,,2024-02-17T16:48,17,2,2024,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,199592571,,Igor Gotsyk,2024-02-17T19:42:30,CC_BY_4_0,Igor Gotsyk,Igor Gotsyk,,,2025-05-16T18:56:36.496Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527976385,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/199704740,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Ternopil',PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.033798,25.907263,,,,,,,2024-02-18T13:34,18,2,2024,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,199704740,,naturalist2158164,2024-02-18T22:51:42,CC_BY_NC_4_0,Maryna Zakharova,Maryna Zakharova,,,2025-05-16T18:48:52.109Z,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527975595,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/108258502,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Sevastopol',PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.496013,33.890121,,,,,,,2021-12-30T16:36,30,12,2021,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,108258502,,uwekozina,2022-03-11T16:02:29,CC_BY_NC_4_0,Сергей,Сергей,,,2025-05-16T21:16:43.726Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527975145,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/186298052,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Dnipropetrovs'k,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,48.507866,34.808627,1000,,,,,,2018-03-20T19:30,20,3,2018,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,186298052,,Kateryna Kolesnykova,2023-10-05T16:33:45,CC_BY_NC_4_0,Kateryna Kolesnykova,Kateryna Kolesnykova,,,2025-05-16T20:25:10.143Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527974473,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/71134206,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Crimea,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.67245,34.368336,,,,,,,2021-03-13T14:37,13,3,2021,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,71134206,,Богданович Светлана,2021-03-13T15:42:07,CC_BY_NC_4_0,Богданович Светлана,Богданович Светлана,,,2025-05-16T20:16:29.896Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527971464,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/73848142,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Kiev City,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,50.351621,30.499211,2,,,,,,2021-04-13T17:44,13,4,2021,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,73848142,,Ihor Olshanskyi,2021-04-13T15:37:22,CC_BY_NC_4_0,Ihor Olshanskyi,Ihor Olshanskyi,,,2025-05-16T21:11:13.201Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527970568,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/109135667,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Crimea,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.707564,34.351417,,,,,,,2022-03-15T15:08,15,3,2022,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,109135667,,T. Pedro Hafermann,2024-02-26T13:10:48,CC_BY_NC_4_0,Богданович Светлана,Богданович Светлана,,,2025-05-16T21:14:27.783Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527970559,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/106803365,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Sumy,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,50.438798,34.910207,5699,,,,,,2007-01-25T11:15Z,25,1,2007,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,106803365,,zorille,2022-02-15T17:14:58,CC_BY_NC_4_0,Viktor Parkhomenko,Viktor Parkhomenko,,,2025-05-16T19:46:43.064Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527969637,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/121292405,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Transcarpathia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,48.669913,22.361722,634,,,,,,2022-04-10T16:35:04,10,4,2022,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,121292405,,bogsuckers,2022-06-18T15:59:57,CC_BY_NC_4_0,Vlasta Loya,Vlasta Loya,,,2025-05-16T18:03:30.918Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527969146,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/192201048,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Crimea,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,45.014561,35.104219,8,,,,,,2022-01-04T12:29,4,1,2022,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,192201048,,T. Pedro Hafermann,2024-02-23T09:49:13,CC_BY_NC_4_0,Сергей Викторович Леденков,Сергей Викторович Леденков,,,2025-05-16T18:32:51.633Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527967791,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/153711017,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Crimea,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.688625,33.878253,,,,,,,2022-11-20T11:29,20,11,2022,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,153711017,,Сергей,2023-04-06T17:56:49,CC_BY_NC_4_0,Сергей,Сергей,,,2025-05-16T20:31:24.166Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527966560,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/109208120,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Crimea,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.503587,34.18715,7211,,,,,,2022-03-19T10:33:48,19,3,2022,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,109208120,,nrntvn,2022-03-22T06:43:15,CC_BY_NC_4_0,nrntvn,nrntvn,,,2025-05-16T19:02:11.004Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527966057,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/186336797,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Dnipropetrovs'k,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,48.524287,34.815357,,,,,,,2018-04-05T12:46,5,4,2018,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,186336797,,Kateryna Kolesnykova,2023-10-05T22:04:12,CC_BY_NC_4_0,Kateryna Kolesnykova,Kateryna Kolesnykova,,,2025-05-16T18:34:12.374Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527965558,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/112076434,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Crimea,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.533467,33.878244,,,,,,,2022-04-17T16:46,17,4,2022,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,112076434,,T. Pedro Hafermann,2024-02-26T09:42:07,CC_BY_NC_4_0,Богданович Светлана,Богданович Светлана,,,2025-05-16T19:22:36.519Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527963746,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/152343919,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Cherkasy,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.160553,32.254688,19,,,,,,2023-03-25T10:04:57,25,3,2023,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,152343919,,naturalist2158164,2023-03-26T23:38:17,CC_BY_NC_4_0,Vitalii Kolomiichuk,Vitalii Kolomiichuk,,,2025-05-16T20:03:12.820Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527962575,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/106803366,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Sumy,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,50.438798,34.910207,5699,,,,,,2007-01-25T11:19Z,25,1,2007,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,106803366,,zorille,2022-02-15T17:14:51,CC_BY_NC_4_0,Viktor Parkhomenko,Viktor Parkhomenko,,,2025-05-16T21:28:58.113Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527961460,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/74071772,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Sumy,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,51.457258,33.73951,,,,,,,2021-04-15T13:48,15,4,2021,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,74071772,,Елена Миськова,2021-04-15T19:49:25,CC_BY_NC_4_0,Елена Миськова,Елена Миськова,,,2025-05-16T19:29:53.535Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527960441,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/72670520,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Kiev,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.965866,31.073584,94,,,,,,2021-04-02T11:23,2,4,2021,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,72670520,,Hennadii Tarasenko,2021-04-02T08:24:40,CC_BY_NC_4_0,Hennadii Tarasenko,Hennadii Tarasenko,,,2025-05-16T19:29:08.390Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527959569,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/103111803,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Khmel'nyts'kyy,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.205196,26.207848,61,,,,,,2014-03-06T11:14,6,3,2014,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,103111803,,Dmytro Svyrydiuk,2021-12-15T20:42:27,CC_BY_NC_4_0,Dmytro Svyrydiuk,Dmytro Svyrydiuk,,,2025-05-16T21:14:01.488Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527959466,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/75154575,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Kiev City,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,50.488112,30.655835,5,,,,,,2021-04-25T12:52:19,25,4,2021,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,75154575,,naturalist2158164,2021-04-25T11:30:08,CC_BY_4_0,Марина Бурлака,Марина Бурлака,,,2025-05-16T20:25:17.937Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4527958813,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/159179691,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,GENUS,Sarcoscypha (Fr.) Boud.,Sarcoscypha,,UA,,Transcarpathia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,48.389675,23.649746,,,,,,,2023-04-22T14:46,22,4,2023,2581823,,HUMAN_OBSERVATION,iNaturalist,Observations,159179691,,kasya_harb,2023-05-17T14:35:43,CC_BY_4_0,chysto.de,chysto.de,,,2025-05-16T18:28:01.832Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
